column,TP,FP,FN,precision,recall,f1,method
CSV Column,36,0,17,1.0,0.6792452830188679,0.8089887640449438,gemini_2.5_0.80_all
Datatype,10,0,3,1.0,0.7692307692307693,0.8695652173913044,gemini_2.5_0.80_all
Entity Class,40,0,3,1.0,0.9302325581395348,0.963855421686747,gemini_2.5_0.80_all
Function Name,0,0,0,0.0,0.0,0.0,gemini_2.5_0.80_all
Function Output,2,0,25,1.0,0.074074074074074,0.1379310344827586,gemini_2.5_0.80_all
Join,0,0,0,0.0,0.0,0.0,gemini_2.5_0.80_all
Ontology Property,36,0,13,1.0,0.7346938775510204,0.8470588235294119,gemini_2.5_0.80_all
Rel. Entity Class,24,0,3,1.0,0.8888888888888888,0.9411764705882352,gemini_2.5_0.80_all
Subject Generation,5,0,38,1.0,0.1162790697674418,0.2083333333333333,gemini_2.5_0.80_all
CSV Column,35,0,4,1.0,0.8974358974358975,0.945945945945946,mixtral_0.80_all
Datatype,6,0,33,1.0,0.1538461538461538,0.2666666666666667,mixtral_0.80_all
Entity Class,32,0,7,1.0,0.8205128205128205,0.9014084507042254,mixtral_0.80_all
Function Name,0,0,0,0.0,0.0,0.0,mixtral_0.80_all
Function Output,0,0,16,0.0,0.0,0.0,mixtral_0.80_all
Join,0,0,0,0.0,0.0,0.0,mixtral_0.80_all
Ontology Property,38,0,1,1.0,0.9743589743589745,0.9870129870129868,mixtral_0.80_all
Rel. Entity Class,0,0,23,0.0,0.0,0.0,mixtral_0.80_all
Subject Generation,0,0,39,0.0,0.0,0.0,mixtral_0.80_all
CSV Column,26,0,17,1.0,0.6046511627906976,0.7536231884057971,o3_0.80_all
Datatype,13,0,28,1.0,0.3170731707317073,0.4814814814814814,o3_0.80_all
Entity Class,35,0,6,1.0,0.8536585365853658,0.9210526315789476,o3_0.80_all
Function Name,0,0,0,0.0,0.0,0.0,o3_0.80_all
Function Output,0,0,24,0.0,0.0,0.0,o3_0.80_all
Join,0,0,0,0.0,0.0,0.0,o3_0.80_all
Ontology Property,37,0,4,1.0,0.902439024390244,0.9487179487179488,o3_0.80_all
Rel. Entity Class,22,0,2,1.0,0.9166666666666666,0.9565217391304348,o3_0.80_all
Subject Generation,0,0,41,0.0,0.0,0.0,o3_0.80_all
CSV Column,32,0,6,1.0,0.8421052631578947,0.9142857142857144,deepseek_0.80_all
Datatype,23,0,6,1.0,0.7931034482758621,0.8846153846153846,deepseek_0.80_all
Entity Class,38,0,0,1.0,1.0,1.0,deepseek_0.80_all
Function Name,0,0,0,0.0,0.0,0.0,deepseek_0.80_all
Function Output,23,0,1,1.0,0.9583333333333334,0.9787234042553192,deepseek_0.80_all
Join,0,0,0,0.0,0.0,0.0,deepseek_0.80_all
Ontology Property,37,0,1,1.0,0.9736842105263158,0.9866666666666666,deepseek_0.80_all
Rel. Entity Class,7,0,17,1.0,0.2916666666666667,0.4516129032258064,deepseek_0.80_all
Subject Generation,8,0,30,1.0,0.2105263157894736,0.3478260869565217,deepseek_0.80_all
CSV Column,35,0,4,1.0,0.8974358974358975,0.945945945945946,gpt4o_0.80_all
Datatype,5,0,34,1.0,0.1282051282051282,0.2272727272727272,gpt4o_0.80_all
Entity Class,39,0,0,1.0,1.0,1.0,gpt4o_0.80_all
Function Name,0,0,0,0.0,0.0,0.0,gpt4o_0.80_all
Function Output,22,0,2,1.0,0.9166666666666666,0.9565217391304348,gpt4o_0.80_all
Join,0,0,0,0.0,0.0,0.0,gpt4o_0.80_all
Ontology Property,39,0,0,1.0,1.0,1.0,gpt4o_0.80_all
Rel. Entity Class,24,0,0,1.0,1.0,1.0,gpt4o_0.80_all
Subject Generation,5,0,34,1.0,0.1282051282051282,0.2272727272727272,gpt4o_0.80_all
CSV Column,33,0,3,1.0,0.9166666666666666,0.9565217391304348,llama_0.80_all
Datatype,8,0,20,1.0,0.2857142857142857,0.4444444444444445,llama_0.80_all
Entity Class,36,0,0,1.0,1.0,1.0,llama_0.80_all
Function Name,0,0,0,0.0,0.0,0.0,llama_0.80_all
Function Output,0,0,24,0.0,0.0,0.0,llama_0.80_all
Join,0,0,0,0.0,0.0,0.0,llama_0.80_all
Ontology Property,36,0,0,1.0,1.0,1.0,llama_0.80_all
Rel. Entity Class,0,0,24,0.0,0.0,0.0,llama_0.80_all
Subject Generation,0,0,36,0.0,0.0,0.0,llama_0.80_all
